Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location,Longitude,Latitude
220048,2022,10/21/2022,Branford,26 BAYBERRY LA,863200.00,1945000.00,0.4438,Residential,Single Family,,WATERFRONT,,POINT (-72.811615007 41.252133982),-72.811615007,41.252133982
2200259,2022,08/18/2023,Bloomfield,16 ARTHUR DR,118230.00,263000.00,0.4495,Residential,Single Family,,,,POINT (-72.710718016 41.819137),-72.710718016,41.819137
221125,2022,06/13/2023,Fairfield,448 RUANE STREET,833910.00,1550000.00,0.5380,Residential,Single Family,07 - Change in Property,UPDATE & UPGRADES,,POINT (-73.26105802 41.135090008),-73.26105802,41.135090008
220159,2022,12/06/2022,New Haven,170 MANSFIELD ST,368060.00,580000.00,0.6345,Residential,Three Family,,,,POINT (-72.926255973 41.319883019),-72.926255973,41.319883019
22050,2022,03/27/2023,Canterbury,552 SO CANTERBURY RD,169700.00,315000.00,0.5387,Residential,Single Family,07 - Change in Property,RENOVATIONS BEFORE SALE NOT REFLECTED IN ASSMT,,POINT (-71.983839959 41.647508019),-71.983839959,41.647508019
22020,2022,12/21/2022,Deep River,15 PENT RD,294210.00,251000.00,1.1722,Residential,Single Family,01 - Family,FAMILY MEMBER,,POINT (-72.431148017 41.37253101),-72.431148017,41.37253101
220698,2022,02/23/2023,Bridgeport,2625 PARK AVE UNIT #6N,92210.00,200000.00,0.4610,Residential,Condo,,,,POINT (-73.216777012 41.193259997),-73.216777012,41.193259997
2200369,2022,08/01/2023,East Haven,330 SHORT BEACH RD #G14,53900.00,91350.00,0.5900,Residential,Condo,,,,POINT (-72.867491959 41.261568987),-72.867491959,41.261568987
220875,2022,08/09/2023,Hamden,44 PICKWICK RD,163450.00,495000.00,0.3302,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220269,POINT (-72.900197978 41.348525994),-72.900197978,41.348525994
2200191,2022,03/10/2023,East Haven,2 OLD TOWN HWY #21,305130.00,615000.00,0.4961,Residential,Condo,,,,POINT (-72.898169976 41.246158984),-72.898169976,41.246158984
220309,2022,09/01/2023,Killingly,74 STONE RD,243530.00,500000.00,0.4870,Residential,Single Family,,,,POINT (-71.849542005 41.887232001),-71.849542005,41.887232001
220035,2022,10/19/2022,New Haven,184 RUSSELL ST,206500.00,241334.00,0.8556,Residential,Single Family,08 - Part Interest,,,POINT (-72.883081964 41.298419019),-72.883081964,41.298419019
223491,2022,08/30/2023,Newington,17 CENTERWOOD RD,153540.00,405520.00,0.3786,Residential,Single Family,,,,POINT (-72.721092968 41.691682996),-72.721092968,41.691682996
220339,2022,09/11/2023,Avon,20 STONEFIELD ROAD,186130.00,310000.00,0.6004,Vacant Land,,,,,POINT (-72.8128272 41.759767911),-72.8128272,41.759767911
220007,2022,10/11/2022,Bloomfield,11 ENGLEWOOD AVE,118020.00,245000.00,0.4817,Residential,Single Family,,,,POINT (-72.694284037 41.818270018),-72.694284037,41.818270018
220421,2022,12/19/2022,Bridgeport,261 MADISON #267,263380.00,450000.00,0.5852,Residential,Four Family,08 - Part Interest,,,POINT (-73.197817986 41.187196989),-73.197817986,41.187196989
220182,2022,08/14/2023,Ellington,266 CRYSTAL LAKE RD,50290.00,30000.00,1.6763,Vacant Land,,12 - Non Buildable Lot,NON BUILDABLE LOT,,POINT (-72.44759555 41.911484047),-72.44759555,41.911484047
222451,2022,09/19/2023,Bridgeport,150 NORMAN ST #154,157390.00,359000.00,0.4384,Residential,Three Family,,,,POINT (-73.202273973 41.17104699),-73.202273973,41.17104699
220463,2022,12/28/2022,Bridgeport,34 OMEGA ST #36,185370.00,279900.00,0.6622,Residential,Two Family,,,,POINT (-73.191130987 41.216937993),-73.191130987,41.216937993
220226,2022,04/28/2023,New London,643 OCEAN AVE,127050.00,275000.00,0.4620,Residential,Single Family,,,,POINT (-72.102788972 41.327521993),-72.102788972,41.327521993
220183,2022,12/16/2022,Fairfield,653 HOLLY DALE ROAD,489860.00,1070000.00,0.4578,Residential,Single Family,,,,POINT (-73.26452796 41.187555986),-73.26452796,41.187555986
220972,2022,09/25/2023,Hartford,114-116 BARKER ST,78389.00,350000.00,0.2239,Residential,Three Family,,,,POINT (-72.678290025 41.743360991),-72.678290025,41.743360991
22085,2022,07/13/2023,Lebanon,EXETER RD,416360.00,52000.00,8.0069,Vacant Land,,08 - Part Interest,R0137101 CO OP CAMPGROUND SITE 207,,POINT (-72.249925719 41.622139907),-72.249925719,41.622139907
2200176,2022,02/06/2023,New Milford,12 SADDLE RIDGE RD,251780.00,515000.00,0.4889,Residential,Single Family,,SALES RATIO,,POINT (-73.377446026 41.616198007),-73.377446026,41.616198007
220639,2022,06/15/2023,New Haven,124 COURT ST #807,106610.00,260000.00,0.4100,Residential,Condo,,,,POINT (-72.923128015 41.306048018),-72.923128015,41.306048018
220005,2022,10/06/2022,Avon,9 OWL COURT,121770.00,257570.00,0.4727,Residential,Condo,,,,POINT (-72.847202976 41.80907901),-72.847202976,41.80907901
220431,2022,04/04/2023,New Haven,279 HIGHLAND ST,262150.00,365000.00,0.7182,Residential,Three Family,25 - Other,,TWO SALES IN ONE DAY - SEE #220430,POINT (-72.925293982 41.329353019),-72.925293982,41.329353019
22084,2022,06/01/2023,Beacon Falls,10 FAWN HILL ROAD,380520.00,783000.00,0.4859,Residential,Single Family,,,,POINT (-73.076237977 41.424829979),-73.076237977,41.424829979
220167,2022,09/18/2023,Mansfield,14A WHITE OAK CONDOMINIUMS,39300.00,101000.00,0.3891,Residential,Condo,,,,POINT (-72.250120343 41.772765625),-72.250120343,41.772765625
220782,2022,07/24/2023,New Haven,18 FIELD ST,143850.00,301000.00,0.4779,Residential,Single Family,,,,POINT (-72.978013974 41.329505989),-72.978013974,41.329505989
220431,2022,02/10/2023,Branford,3 RIVERSIDE DR,179800.00,215663.00,0.8337,Residential,Single Family,08 - Part Interest,,,POINT (-72.801771971 41.278906996),-72.801771971,41.278906996
2200632,2022,09/29/2023,East Hartford,780 GOODWIN ST,137270.00,195000.00,0.7039,Residential,Single Family,,,,POINT (-72.596464042 41.787969983),-72.596464042,41.787969983
2200324,2022,06/01/2023,New Milford,23 GLENBROOK DR,208900.00,475000.00,0.4398,Residential,Single Family,,SALES RATIO,,POINT (-73.362514001 41.564922008),-73.362514001,41.564922008
220574,2022,04/26/2023,Milford,118 FIFTH AVE,394800.00,550000.00,0.7178,Residential,Single Family,,,,POINT (-73.094308019 41.182953986),-73.094308019,41.182953986
220062,2022,01/23/2023,Ellington,22 CRANBERRY LN,84000.00,124900.00,0.6725,Vacant Land,,,,,POINT (-72.462920412 41.945569257),-72.462920412,41.945569257
220196,2022,12/19/2022,Meriden,94 MAPLE ST,26530.00,21000.00,1.2633,Vacant Land,,,,,POINT (-72.80650102 41.540718961),-72.80650102,41.540718961
2200011,2022,02/21/2023,Hampton,190 MAIN ST 0 MAIN ST,270260.00,450000.00,0.6005,Residential,Single Family,25 - Other,TWO PARCELS  INCLUDES BACK TAXES DUE,,POINT (-72.054949008 41.78003802),-72.054949008,41.78003802
220016,2022,10/25/2022,East Windsor,21 MOURNING DOVE TRAIL,204620.00,349900.00,0.5848,Residential,Condo,,,,POINT (-72.589558024 41.923610005),-72.589558024,41.923610005
22175,2022,04/06/2023,North Haven,157 WASHINGTON AVE,157130.00,450000.00,0.3491,Commercial,,,,,POINT (-72.854936036 41.39830201),-72.854936036,41.39830201
220765,2022,03/07/2023,Bridgeport,208 KEELER AVE,139630.00,125000.00,1.1170,Residential,Single Family,,,NO MLS,POINT (-73.210852013 41.206597994),-73.210852013,41.206597994
2200108,2022,12/12/2022,East Hartford,304 FOREST ST,219000.00,257900.00,0.8491,Residential,Single Family,25 - Other,ESTATE,,POINT (-72.59325897 41.754137982),-72.59325897,41.754137982
22005,2022,10/04/2022,Derby,233 DERBY AVE UNIT 301,89740.00,215000.00,0.4173,Residential,Condo,,,,POINT (-73.080394816 41.324624197),-73.080394816,41.324624197
220007,2022,10/04/2022,Hartford,20 MAY ST UNIT 105,15803.00,40000.00,0.3950,Residential,Condo,25 - Other,SHORT SALE PER MLS,,POINT (-72.69376 41.774120984),-72.69376,41.774120984
22019,2022,11/21/2022,Beacon Falls,24 HOCKANUM GLENN DRIVE,334560.00,575000.00,0.5818,Residential,Single Family,,,,POINT (-73.042310967 41.436238001),-73.042310967,41.436238001
220088,2022,12/20/2022,Avon,47 AVONWOOD RD 110B,106930.00,185000.00,0.5780,Residential,Condo,24 - Plottage,,,POINT (-72.826876022 41.797889002),-72.826876022,41.797889002
2200021,2022,12/28/2022,Killingworth,18 BRIDLEPATH TRAIL,38010.00,144900.00,0.2623,Residential,Single Family,07 - Change in Property,new elec  upgraded before sale,,POINT (-72.563580114 41.377785238),-72.563580114,41.377785238
22070,2022,09/14/2023,Barkhamsted,8 BIRCH RD,1440.00,135000.00,0.0106,Vacant Land,,25 - Other,"0.13 AC SOLD W/ 3 ADD'L PARCELS 10 BIRCH RD, 17 CEDAR LN, 34AA PERKINS RD ( BEACH RIGHTS)",,POINT (-73.037328669 41.892059105),-73.037328669,41.892059105
220364,2022,02/03/2023,Hartford,186 KENYON ST,135607.00,152000.00,0.8921,Residential,Single Family,04 - Correcting Deed,,,POINT (-72.710040003 41.772794003),-72.710040003,41.772794003
220917,2022,09/06/2023,New Haven,163 FAIRMONT AV,153510.00,249000.00,0.6165,Residential,Two Family,01 - Family,,,POINT (-72.893684987 41.297618002),-72.893684987,41.297618002
220292,2022,11/28/2022,Bridgeport,179 MAPLE ST,113748.00,195000.00,0.5833,Residential,Single Family,,,,POINT (-73.185608989 41.188676982),-73.185608989,41.188676982
220366,2022,09/08/2023,New London,461 BANK ST #301,199290.00,270000.00,0.7381,Residential,Condo,25 - Other,SOLD TO RENTER,,POINT (-72.100232994 41.35068798),-72.100232994,41.35068798
220018,2022,10/31/2022,East Windsor,11 WEST RIVER RD,210940.00,410546.00,0.5138,Residential,Single Family,,,,POINT (-72.596268995 41.869712985),-72.596268995,41.869712985
2200046,2022,12/28/2022,New Fairfield,135 SHORTWOODS RD,87900.00,149000.00,0.5899,Residential,Single Family,,,,POINT (-73.482216183 41.501098137),-73.482216183,41.501098137
22000148,2022,02/14/2023,Cheshire,445 ROBIN CT,100350.00,143000.00,0.7017,Residential,Condo,01 - Family,,,POINT (-72.913020026 41.513672998),-72.913020026,41.513672998
221656,2022,02/21/2023,Manchester,555 HILLIARD STREET UNIT D,95800.00,172000.00,0.5569,Residential,Condo,,,,POINT (-72.547902983 41.787114987),-72.547902983,41.787114987
220898,2022,08/31/2023,Greenwich,LOUGHLIN AVENUE 0088,521780.00,750000.00,0.6957,Residential,Single Family,,,,POINT (-73.60075996 41.030620984),-73.60075996,41.030620984
2200184,2022,01/20/2023,Naugatuck,395 QUINN ST,171850.00,265000.00,0.6484,Residential,Single Family,,,,POINT (-73.068555041 41.503493009),-73.068555041,41.503493009
220087,2022,11/15/2022,Groton,37 PROSPECT ST (GLP),434350.00,738000.00,0.5885,Residential,Single Family,,,,POINT (-72.005267037 41.310217009),-72.005267037,41.310217009
22048,2022,03/30/2023,Beacon Falls,67 FAIRFIELD PLACE,37810.00,395000.00,0.0957,Vacant Land,,25 - Other,SUBDIVISION PURCHASED FROM ESTATE,,POINT (-73.059829982 41.44336002),-73.059829982,41.44336002
2200451,2022,07/27/2023,Naugatuck,226 SCOTT ST,194460.00,207100.00,0.9389,Residential,Single Family,,,,POINT (-73.063570994 41.485123984),-73.063570994,41.485123984
220752,2022,06/29/2023,Hartford,"30-32 ALDEN ST UNITS 101, 102,",290473.00,1268293.00,0.2290,Residential,Condo,18 - In Lieu Of Foreclosure,,,POINT (-72.675657017 41.75180601),-72.675657017,41.75180601
220908,2022,09/01/2023,Greenwich,ORCHARD STREET 0068,564200.00,1190000.00,0.4741,Residential,Single Family,,,,POINT (-73.599915986 41.043668003),-73.599915986,41.043668003
220212,2022,05/24/2023,Madison,27 COPPERSTONE LN,233800.00,366000.00,0.6387,Residential,Single Family,,,,POINT (-72.619583007 41.315050014),-72.619583007,41.315050014
2200299,2022,06/12/2023,East Haven,23 DUNCAN ST,195650.00,430000.00,0.4550,Residential,Single Family,,,,POINT (-72.880832009 41.268728013),-72.880832009,41.268728013
220501,2022,07/05/2023,Enfield,211 BRAINARD RD,153500.00,150000.00,1.0233,Residential,Single Family,25 - Other,SOLD AS IS,,POINT (-72.565295013 42.021151009),-72.565295013,42.021151009
220182,2022,05/08/2023,Madison,6 SAMSON ROCK DR-U-2A/2B&C/2D,382300.00,600000.00,0.6371,Commercial,,25 - Other,sale of 3 units separately assessed,,POINT (-72.598217033 41.277824012),-72.598217033,41.277824012
2222156,2022,06/01/2023,Ansonia,26 FAIRVIEW ST,159810.00,330000.00,0.4842,Residential,Single Family,,,,POINT (-73.060547976 41.332279016),-73.060547976,41.332279016
22018,2022,12/28/2022,Ashford,430 NORTH RD,135450.00,226000.00,0.5993,Residential,Single Family,,,,POINT (-72.134083981 41.89910899),-72.134083981,41.89910899
220184,2022,04/28/2023,East Lyme,4 HONEYSUCKLE LN,155400.00,142500.00,1.0905,Residential,Condo,25 - Other,Ratio too high,NO MLS,POINT (-72.205954023 41.335355007),-72.205954023,41.335355007
220271,2022,01/12/2023,Meriden,81 BROAD CREST COM,71260.00,149000.00,0.4782,Residential,Condo,,,,POINT (-72.80187632 41.522080521),-72.80187632,41.522080521
22125,2022,04/29/2023,Monroe,9 BLACKSTONE RD U319J,170200.00,355000.00,0.4794,Residential,Condo,,,,POINT (-73.253805997 41.336902013),-73.253805997,41.336902013
220795,2022,08/03/2023,Meriden,51 COTTAGE ST,141680.00,264000.00,0.5366,Residential,Single Family,,,,POINT (-72.787029041 41.533954982),-72.787029041,41.533954982
220007,2022,10/04/2022,Enfield,65 WEST SHORE DR,158700.00,280000.00,0.5668,Residential,Single Family,07 - Change in Property,,,POINT (-72.535525007 42.029004014),-72.535525007,42.029004014
220228,2022,02/14/2023,Litchfield,W MORRIS RD,103120.00,95000.00,1.0854,Vacant Land,,,MBL 061-087-24A,,POINT (-73.247958625 41.715473929),-73.247958625,41.715473929
220197,2022,06/21/2023,Brookfield,81 WHISCONIER RD,236390.00,380000.00,0.6220,Residential,Single Family,,,,POINT (-73.377853973 41.451190017),-73.377853973,41.451190017
220148,2022,06/26/2023,Ellington,316 JOBS HILL RD,179270.00,320000.00,0.5602,Residential,Single Family,,,,POINT (-72.480665032 41.942705993),-72.480665032,41.942705993
220248,2022,08/30/2023,East Hampton,71 LONG HILL RD,55000.00,469900.00,0.1170,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.544614755 41.56197246),-72.544614755,41.56197246
221997,2022,08/07/2023,Manchester,531 HILLIARD STREET UNIT A,96700.00,220000.00,0.4395,Residential,Condo,,,,POINT (-72.547659992 41.787868981),-72.547659992,41.787868981
220099,2022,01/04/2023,New London,248 WILLETTS AVE,102550.00,220000.00,0.4661,Residential,Two Family,,,,POINT (-72.110149037 41.341622994),-72.110149037,41.341622994
221984,2022,06/05/2023,Bridgeport,562 WEST TAFT AVE #564,188580.00,500000.00,0.3771,Residential,Two Family,,,,POINT (-73.212683039 41.18749199),-73.212683039,41.18749199
220097,2022,05/24/2023,Mansfield,42 GRANDVIEW CIR,20200.00,49000.00,0.4122,Residential,Single Family,,,,POINT (-72.274376001 41.821160015),-72.274376001,41.821160015
220219,2022,04/19/2023,New London,22 VIETS ST,92050.00,260000.00,0.3540,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220125,POINT (-72.111337004 41.340810997),-72.111337004,41.340810997
220610,2022,06/09/2023,Greenwich,3 PUTNAM HILL #2A,68646970.00,640000.00,107.2609,Residential,Condo,08 - Part Interest,CO OP,,POINT (-73.618293536 41.03418985),-73.618293536,41.03418985
222427,2022,09/14/2023,Bridgeport,249 HORACE ST UNIT #251,137980.00,310000.00,0.4450,Residential,Two Family,,,,POINT (-73.177711979 41.201671991),-73.177711979,41.201671991
2200052,2022,04/21/2023,Killingworth,8 COLONIAL DRIVE,470050.00,825000.00,0.5697,Residential,Single Family,,,,POINT (-72.533782996 41.379975985),-72.533782996,41.379975985
220699,2022,07/03/2023,New Haven,34 WHITE ST,407540.00,700000.00,0.5822,Apartments,,,,,POINT (-72.939628965 41.298520985),-72.939628965,41.298520985
220098,2022,11/22/2022,Groton,301 BUDDINGTON RD LOT 54,0.00,89000.00,0.0000,Residential,Single Family,07 - Change in Property,NEW MOBILE HOME PLACED ON VACANT LOT AFTER 10/1/2022.,,POINT (-72.046408016 41.353722984),-72.046408016,41.353722984
220284,2022,04/25/2023,Groton,188 MIDWAY OVAL,76930.00,116500.00,0.6603,Residential,Single Family,08 - Part Interest,50% INTEREST,,POINT (-72.029324021 41.344525018),-72.029324021,41.344525018
220640,2022,06/20/2023,Greenwich,25 WOODS AVENUE,548450.00,960000.00,0.5713,Residential,Single Family,,,,POINT (-73.672021978 41.040068982),-73.672021978,41.040068982
220070,2022,05/12/2023,Easton,29 BIBBINS ROAD,170660.00,330000.00,0.5171,Vacant Land,,,,,POINT (-73.299468008 41.267856002),-73.299468008,41.267856002
220938,2022,09/13/2023,New Haven,184 HOWARD AV,254450.00,225000.00,1.1308,Residential,Three Family,10 - A Will,,,POINT (-72.931358038 41.28615399),-72.931358038,41.28615399
220547,2022,05/24/2023,Greenwich,98 MONICA ROAD,499940.00,825000.00,0.6059,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.656583016 41.01888699),-73.656583016,41.01888699
220264,2022,07/31/2023,Ledyard,6 ALBATROSS DR,159880.00,359000.00,0.4453,Residential,Single Family,,,,POINT (-71.982219988 41.445773002),-71.982219988,41.445773002
220014,2022,10/05/2022,Branford,49 BROOKHILLS RD,574900.00,1050000.00,0.5475,Residential,Single Family,,,,POINT (-72.790576011 41.310391981),-72.790576011,41.310391981
220133,2022,05/18/2023,Clinton,48 RIVER RD,158800.00,231000.00,0.6874,Residential,Single Family,14 - Foreclosure,,,POINT (-72.573838016 41.304366985),-72.573838016,41.304366985
220160,2022,11/15/2022,Milford,109 ROSES MILL RD,855820.00,1697466.00,0.5041,Commercial,,,,,POINT (-73.027899961 41.241809992),-73.027899961,41.241809992
220625,2022,05/31/2023,Hamden,1890 WHITNEY AVE,163870.00,347000.00,0.4722,Residential,Single Family,,,,POINT (-72.908009995 41.367496001),-72.908009995,41.367496001
22041,2022,07/25/2023,Eastford,181 OLD COLONY,113190.00,280000.00,0.4042,Residential,Single Family,,,,POINT (-72.084135968 41.894977005),-72.084135968,41.894977005
221352,2022,10/06/2022,Manchester,43 WILFRED ROAD,103600.00,170000.00,0.6094,Residential,Single Family,,,,POINT (-72.559242022 41.766243),-72.559242022,41.766243
220400,2022,03/13/2023,Meriden,90 LINCOLN ST,123690.00,161599.00,0.7654,Residential,Single Family,25 - Other,NOT OPENLY MARKETED,,POINT (-72.801275008 41.542908992),-72.801275008,41.542908992
220213,2022,06/07/2023,New Canaan,51 HARRISON AVE,1600550.00,2825000.00,0.5665,Residential,Single Family,,,,POINT (-73.488170967 41.139710993),-73.488170967,41.139710993
220050,2022,12/28/2022,Brooklyn,254 HARTFORD RD,99700.00,215000.00,0.4637,Residential,Single Family,,,,POINT (-71.971275989 41.783412994),-71.971275989,41.783412994
220565,2022,05/26/2023,New Haven,8 MIDDLETOWN AV,159250.00,95000.00,1.6763,Commercial,,08 - Part Interest,,,POINT (-72.896753015 41.319312002),-72.896753015,41.319312002
220075,2022,11/09/2022,Groton,299 VIRGO DR,220010.00,345000.00,0.6377,Residential,Single Family,,,,POINT (-72.083979981 41.381304013),-72.083979981,41.381304013
220348,2022,12/02/2022,Bridgeport,715 FRENCHTOWN RD UNIT #13,80000.00,243000.00,0.3292,Residential,Condo,,,,POINT (-73.212238966 41.22592201),-73.212238966,41.22592201
220303,2022,02/01/2023,New Haven,169 PORTER ST,121870.00,235000.00,0.5185,Residential,Single Family,,,,POINT (-72.951133965 41.307659019),-72.951133965,41.307659019
22068,2022,07/31/2023,Deep River,92 MAIN ST # 103,71890.00,179000.00,0.4016,Residential,Condo,,,,POINT (-72.438168029 41.390257017),-72.438168029,41.390257017
220532,2022,04/28/2023,Hamden,63 FLOWER DR,143360.00,238000.00,0.6023,Residential,Single Family,14 - Foreclosure,FORECLOSURE BY SALE; COMMITTE DEED,,POINT (-72.906123983 41.397686988),-72.906123983,41.397686988
220108,2022,03/23/2023,East Windsor,124 SOUTH MAIN ST,176520.00,355000.00,0.4972,Residential,Single Family,,,,POINT (-72.608414037 41.894289019),-72.608414037,41.894289019
